locus	chromosome	cM
24799922	1	44.80369353
24799936	1	44.80369556
24818972	1	44.80644418
24829669	1	44.80798872
24831357	1	44.80823246
24835176	1	44.80878388
24864324	1	44.81299258
24868355	1	44.81357462
24869198	1	44.81369634
24916288	1	44.8204957
24917465	1	44.82066565
24924593	1	44.82169487
24931068	1	44.8226298
24933034	1	44.82291367
24949974	1	44.82535965
25100481	1	44.84709146
25101533	1	44.84724335
25101649	1	44.8472601
25102649	1	44.84740449
25104344	1	44.84764924
25104563	1	44.84768086
25104607	1	44.84768721
25104647	1	44.84769299
25104820	1	44.84771797
25104968	1	44.84773934
25105366	1	44.8477968
25105387	1	44.84779984
25119536	1	44.84984282
25155072	1	44.85497389
25162810	1	44.85609118
25169101	1	44.85699954
25170911	1	44.85726089
25171035	1	44.8572788
25172826	1	44.8575374
25175626	1	44.85794169
25183820	1	44.85912483
25185320	1	44.85934142
25185838	1	44.85941621
25186313	1	44.8594848
25187611	1	44.85967222
25202769	1	44.86186089
25210839	1	44.86302612
25262390	1	44.87046961
25262422	1	44.87047423
25280871	1	44.87313809
25281377	1	44.87321115
25281505	1	44.87322964
25281996	1	44.87330053
25282337	1	44.87334977
25287428	1	44.87408486
25288128	1	44.87418594
25292020	1	44.8747479
25306727	1	44.87687146
25318667	1	44.87859548
25369130	1	44.88588187
25370547	1	44.88608647
25372529	1	44.88637265
25372721	1	44.88640038
25373312	1	44.88648571
25373761	1	44.88655054
25374376	1	44.88663934
25374670	1	44.88668179
25374846	1	44.88670721
25374908	1	44.88671616
25375088	1	44.88674215
25375324	1	44.88677623
25375704	1	44.88683109
25375711	1	44.88683211
25375976	1	44.88687037
25376365	1	44.88692654
25376528	1	44.88695007
25376640	1	44.88696624
25376718	1	44.88697751
25376814	1	44.88699137
25376847	1	44.88699613
25376964	1	44.88701303
25376989	1	44.88701664
25377066	1	44.88702775
25377472	1	44.88708638
25377749	1	44.88712637
25378033	1	44.88716738
25378159	1	44.88718557
25378255	1	44.88719944
25379683	1	44.88740562
25382831	1	44.88786017
25386717	1	44.88842127
25390137	1	44.88891509
25393819	1	44.88944673
25395847	1	44.88973956
25397408	1	44.88996495
25397811	1	44.89002314
25402044	1	44.89063435
25402060	1	44.89063666
25410454	1	44.89184867
25410628	1	44.89187379
25411078	1	44.89193877
25411353	1	44.89197848
25412172	1	44.89209673
25413362	1	44.89226856
25414236	1	44.89239476
25418800	1	44.89305376
25421987	1	44.89351393
25422340	1	44.8935649
25423810	1	44.89377715
25424104	1	44.8938196
25424404	1	44.89386292
25424410	1	44.89386379
25424464	1	44.89387158
25424569	1	44.89388675
25424580	1	44.89388833
25424735	1	44.89391071
25424949	1	44.89394161
25425031	1	44.89395345
25425147	1	44.8939702
25425153	1	44.89397107
25425220	1	44.89398074
25425346	1	44.89399894
25425575	1	44.894032
25425660	1	44.89404428
25425752	1	44.89405756
25425775	1	44.89406088
25425844	1	44.89407084
25425945	1	44.89408543
25425987	1	44.89409149
25426103	1	44.89410824
25426541	1	44.89417148
25426830	1	44.89421321
25427130	1	44.89425653
25427162	1	44.89426115
25427369	1	44.89429104
25428885	1	44.89450994
25429088	1	44.89453925
25430001	1	44.89467108
25430102	1	44.89468566
25430300	1	44.89471425
25430439	1	44.89473432
25430882	1	44.89479828
25430901	1	44.89480103
25432119	1	44.8949769
25434026	1	44.89525225
25434158	1	44.89527131
25434745	1	44.89535607
25439481	1	44.8960399
25443928	1	44.896682
25448518	1	44.89734476
25452308	1	44.897892
25452690	1	44.89794716
25453194	1	44.89801993
25478654	1	44.90169612
25519707	1	44.90762379
25548716	1	44.91181242
25549103	1	44.9118683
25611293	1	44.92084795
25613145	1	44.92111536
25613412	1	44.92115392
25619773	1	44.92207239
25621332	1	44.92229749
25625539	1	44.92290494
25631383	1	44.92374876
25632695	1	44.9239382
25633674	1	44.92407956
25633770	1	44.92409342
25634008	1	44.92412779
25634435	1	44.92418944
25634481	1	44.92419608
25634661	1	44.92422207
25634693	1	44.92422669
25634853	1	44.9242498
25636059	1	44.92442393
25639230	1	44.9248818
25673684	1	44.92985663
25675294	1	44.9300891
25704823	1	44.93435281
25706065	1	44.93453215
25706610	1	44.93461084
25707042	1	44.93467322
25707479	1	44.93473632
25708389	1	44.93486771
25708715	1	44.93491478
25709419	1	44.93501643
25710155	1	44.93512271
25710814	1	44.93521786
25711596	1	44.93533077
25715908	1	44.93595338
25716338	1	44.93601547
25717104	1	44.93612608
25717194	1	44.93613907
25717398	1	44.93616853
25718622	1	44.93634526
25729143	1	44.9378644
25732677	1	44.93837467
25740463	1	44.9394989
25741282	1	44.93961715
25742820	1	44.93983923
25744444	1	44.94007372
25744748	1	44.94011761
25745775	1	44.9402659
25766058	1	44.94319458
25767280	1	44.94337102
25767341	1	44.94337983
25767359	1	44.94338243
25767479	1	44.94339976
25767635	1	44.94342228
25778143	1	44.94493954
25778337	1	44.94496755
25785524	1	44.94600529
25786874	1	44.94620021
25787447	1	44.94628295
25787469	1	44.94628613
25787657	1	44.94631327
25807228	1	44.94913914
25807929	1	44.94924036
25810490	1	44.94961014
25810957	1	44.94967758
25813641	1	44.95006512
25814042	1	44.95012302
25814560	1	44.95019782
25815089	1	44.9502742
25817606	1	44.95063763
25825464	1	44.95177225
25827171	1	44.95201873
25828096	1	44.95215229
25829010	1	44.95228426
25829470	1	44.95235068
25854408	1	44.9559515
25855382	1	44.95609213
25855674	1	44.95613429
25855748	1	44.95614498
25856109	1	44.9561971
25868212	1	44.95794466
25882068	1	44.95994534
25883168	1	44.96010417
25883487	1	44.96015023
25883511	1	44.9601537
25883876	1	44.9602064
25883986	1	44.96022228
25885036	1	44.96037389
25887049	1	44.96066455
25904909	1	44.96324337
25904939	1	44.9632477
25906247	1	44.96343656
25936866	1	44.96785766
26033525	1	44.98181432
26037127	1	44.98233442
26040016	1	44.98275156
26045180	1	44.9834972
26045286	1	44.9835125
26048656	1	44.9839991
26048800	1	44.98401989
26050398	1	44.98425063
26087233	1	44.98956926
26113695	1	44.99339012
26113903	1	44.99342016
26116842	1	44.99384452
26126190	1	44.99519429
26147399	1	44.99825667
26149147	1	44.99850906
26180672	1	45.00306098
26180914	1	45.00309592
26193072	1	45.00485142
26195301	1	45.00517327
26196885	1	45.00540199
26213160	1	48.76402282
26213454	1	48.76406838
26214398	1	48.76421466
26216320	1	48.76451249
26233144	1	48.76711952
26248235	1	48.769458
26249421	1	48.76964178
26255804	1	48.77063088
26261003	1	48.77143651
26261708	1	48.77154575
26262739	1	48.77170551
26262920	1	48.77173356
26311306	1	48.77923139
26313707	1	48.77960344
26316722	1	48.78007064
26325579	1	48.78144311
26325590	1	48.78144482
26326537	1	48.78159156
26326668	1	48.78161186
26327853	1	48.78179549
26328210	1	48.78185081
26328856	1	48.78195091
26329249	1	48.78201181
26329417	1	48.78203784
26329538	1	48.78205659
26329850	1	48.78210494
26329944	1	48.7821195
26364293	1	48.78744218
26393776	1	48.79201082
26421865	1	48.79636345
26421866	1	48.79636361
26422081	1	48.79639692
26424041	1	48.79670064
26424703	1	48.79680322
26425287	1	48.79689372
26426013	1	48.79700622
26429877	1	48.79760498
26433437	1	48.79815663
26434686	1	48.79835017
26435723	1	48.79851087
26438297	1	48.79890973
26438443	1	48.79893235
26444092	1	48.79980771
26479810	1	48.80534252
26495028	1	48.80770068
26496137	1	48.80787253
26498380	1	48.8082201
26498695	1	48.80826892
26512167	1	48.81035652
26561259	1	48.81796374
26566208	1	48.81873063
26569212	1	48.81919613
26571078	1	48.81948528
26571541	1	48.81955703
26572780	1	48.81974902
26573077	1	48.81979504
26573277	1	48.81982604
26573462	1	48.8198547
26573669	1	48.81988678
26574295	1	48.81998378
26575815	1	48.82021932
26577638	1	48.82050181
26578704	1	48.820667
26581581	1	48.82111281
26582068	1	48.82118828
26582150	1	48.82120098
26601706	1	48.82423135
26632349	1	48.82897975
26642589	1	48.83056652
26663012	1	48.83373124
26663864	1	48.83386327
26666910	1	48.83433527
26672155	1	48.83514803
26674052	1	48.83544198
26675830	1	48.8357175
26680591	1	48.83645526
26682713	1	48.83678408
26683214	1	48.83686171
26686724	1	48.83740562
26688196	1	48.83763372
26689897	1	48.8378973
26690837	1	48.83804296
26690896	1	48.83805211
26691898	1	48.83820737
26693258	1	48.83841812
26694520	1	48.83861368
26695349	1	48.83874214
26695589	1	48.83877933
26698932	1	48.83929735
26699164	1	48.8393333
26699201	1	48.83933904
26699396	1	48.83936925
26699560	1	48.83939467
26699579	1	48.83939761
26700009	1	48.83946424
26700075	1	48.83947447
26700270	1	48.83950469
26700555	1	48.83954885
26700573	1	48.83955164
26700758	1	48.83958031
26700861	1	48.83959627
26701609	1	48.83971218
26701819	1	48.83974472
26702013	1	48.83977478
26702129	1	48.83979276
26718995	1	48.84240629
26767317	1	48.84989419
26767452	1	48.84991511
26767496	1	48.84992193
26769399	1	48.85021682
26790715	1	48.85351991
26821785	1	48.85833448
26840008	1	48.86115829
26840825	1	48.86128489
26865060	1	48.86504031
26886532	1	48.86836758
26888583	1	48.8686854
26898869	1	48.8702793
26902435	1	48.87083189
26910455	1	48.87207465
26910531	1	48.87208643
26910548	1	48.87208906
26912793	1	48.87243695
26913144	1	48.87249134
26913217	1	48.87250265
26913219	1	48.87250296
26913569	1	48.87255719
26913595	1	48.87256122
26914776	1	48.87274423
26915398	1	48.87284061
26919355	1	48.87345378
26945482	1	48.87750239
26947948	1	48.87788451
26948708	1	48.87800228
26949198	1	48.87807821
26949245	1	48.8780855
26949403	1	48.87810998
26949845	1	48.87817847
26950498	1	48.87827966
26951216	1	48.87839092
26955596	1	48.87906964
26958584	1	48.87953265
27016314	1	48.88847841
27021578	1	48.88929411
27083852	1	48.898944
27086559	1	48.89936347
27087189	1	48.8994611
27088446	1	48.89965588
27098603	1	48.9012298
27098947	1	48.9012831
27101240	1	48.90163842
27101793	1	48.90172411
27102243	1	48.90179384
27102580	1	48.90184607
27102674	1	48.90186063
27102755	1	48.90187318
27103248	1	48.90194958
27104571	1	48.90215459
27106674	1	48.90248047
27107275	1	48.9025736
27108791	1	48.90280851
27109016	1	48.90284338
27109956	1	48.90298904
27110130	1	48.903016
27110131	1	48.90301616
27110786	1	48.90311766
27110980	1	48.90314772
27111254	1	48.90319018
27111471	1	48.9032238
27112375	1	48.90336388
27116540	1	48.90400929
27116894	1	48.90406414
27117777	1	48.90420097
27118156	1	48.9042597
27119030	1	48.90439513
27119098	1	48.90440567
27119288	1	48.90443511
27119295	1	48.9044362
27119720	1	48.90450206
27119724	1	48.90450268
27122028	1	48.9048597
27122558	1	48.90494183
27122943	1	48.90500149
27123033	1	48.90501543
27123402	1	48.90507261
27123461	1	48.90508176
27123732	1	48.90512375
27125792	1	48.90544296
27126831	1	48.90560397
27127437	1	48.90569787
27127547	1	48.90571492
27129077	1	48.905952
27129264	1	48.90598098
27129591	1	48.90603165
27133669	1	48.90666357
27133875	1	48.90669549
27136163	1	48.90705004
27136966	1	48.90717447
27138234	1	48.90737096
27138319	1	48.90738413
27138387	1	48.90739467
27138612	1	48.90742953
27139870	1	48.90762447
27139953	1	48.90763733
27140009	1	48.90764601
27140225	1	48.90767948
27140287	1	48.90768909
27140441	1	48.90771295
27140660	1	48.90774689
27141078	1	48.90781166
27141225	1	48.90783444
27141812	1	48.9079254
27141851	1	48.90793144
27142049	1	48.90796213
27145516	1	48.90849937
27146155	1	48.90859838
27154150	1	48.90983728
27155875	1	48.91010458
27156250	1	48.91016269
27156689	1	48.91023072
27157551	1	48.91036429
27158250	1	48.91047261
27158434	1	48.91050112
27158513	1	48.91051336
27158632	1	48.9105318
27159220	1	48.91062292
27159450	1	48.91065856
27159562	1	48.91067591
27159821	1	48.91071605
27160682	1	48.91084947
27171782	1	48.91256951
27172193	1	48.9126332
27172357	1	48.91265861
27172493	1	48.91267968
27172643	1	48.91270293
27172660	1	48.91270556
27172966	1	48.91275298
27173195	1	48.91278846
27173291	1	48.91280334
27173684	1	48.91286424
27173782	1	48.91287943
27173946	1	48.91290484
27174875	1	48.91304879
27175282	1	48.91311186
27175939	1	48.91321367
27176535	1	48.91330603
27176583	1	48.91331346
27176674	1	48.91332757
27177894	1	48.91351661
27178230	1	48.91356868
27178269	1	48.91357472
27178473	1	48.91360634
27178592	1	48.91362478
27191717	1	48.91565861
27192818	1	48.91582922
27193307	1	48.91590499
27204791	1	48.91768453
27208701	1	48.91829042
27228214	1	48.92131413
27244158	1	48.92378479
27246462	1	48.92414181
27247326	1	48.9242757
27296473	1	48.93189145
27305092	1	48.93322703
27307234	1	48.93355895
27324965	1	48.93630652
27373221	1	48.9437842
27379249	1	48.9447183
27382465	1	48.94521664
27382820	1	48.94527165
27384582	1	48.94554469
27396735	1	48.9474279
27401855	1	48.94822129
27422074	1	48.9513544
27422216	1	48.9513764
27422436	1	48.95141049
27450362	1	48.95573786
27499241	1	48.96331208
27499875	1	48.96341033
27503108	1	48.96391131
27503998	1	48.96404922
27505355	1	48.9642595
27505367	1	48.96426136
27505698	1	48.96431265
27506171	1	48.96438595
27506375	1	48.96441756
27506419	1	48.96442438
27506457	1	48.96443026
27506472	1	48.96443259
27506644	1	48.96445924
27507168	1	48.96454044
27507379	1	48.96457314
27507964	1	48.96466379
27508172	1	48.96469602
27508351	1	48.96472376
27508614	1	48.96476451
27508845	1	48.9648003
27523179	1	48.96702148
27523209	1	48.96702613
27523833	1	48.96712282
27524127	1	48.96716838
27524154	1	48.96717257
27524276	1	48.96719147
27524308	1	48.96719643
27524337	1	48.96720092
27524635	1	48.9672471
27552844	1	48.97161833
27554212	1	48.97183031
27554336	1	48.97184952
27554559	1	48.97188408
27554761	1	48.97191538
27555068	1	48.97196295
27555161	1	48.97197737
27555250	1	48.97199116
27607147	1	48.98003304
27625479	1	48.98287374
27625855	1	48.98293201
27626026	1	48.9829585
27626242	1	48.98299197
27626502	1	48.98303226
27626583	1	48.98304482
27626654	1	48.98305582
27626722	1	48.98306635
27626765	1	48.98307302
27626975	1	48.98310556
27627412	1	48.98317328
27627743	1	48.98322457
27628086	1	48.98327772
27628223	1	48.98329895
27628418	1	48.98332916
27628585	1	48.98335504
27628746	1	48.98337999
27628869	1	48.98339905
27629019	1	48.98342229
27629109	1	48.98343624
27629559	1	48.98350597
27629910	1	48.98356036
27630438	1	48.98364218
27630688	1	48.98368092
27630890	1	48.98371222
27631011	1	48.98373097
27631013	1	48.98373128
27631749	1	48.98384533
27632776	1	48.98400447
27632866	1	48.98401842
27633040	1	48.98404538
27634718	1	48.9843054
27635085	1	48.98436227
27635262	1	48.9843897
27637547	1	48.98474378
27637548	1	48.98474394
27637711	1	48.98476919
27637734	1	48.98477276
27637741	1	48.98477384
27638012	1	48.98481584
27638263	1	48.98485473
27638279	1	48.98485721
27638377	1	48.9848724
27638410	1	48.98487751
27638611	1	48.98490866
27639313	1	48.98501744
27639888	1	48.98510654
27643423	1	48.98565432
27643657	1	48.98569058
27644154	1	48.98576759
27648057	1	48.9863724
27648466	1	48.98643577
27757435	1	49.00332145
27759495	1	49.00364067
27762066	1	49.00403907
27776372	1	49.0062559
27776827	1	49.00632641
27777501	1	49.00643085
27777574	1	49.00644216
27777784	1	49.0064747
27778565	1	49.00659573
27778612	1	49.00660301
27780473	1	49.00689139
27799231	1	49.0097981
27800003	1	49.00991773
27800226	1	49.00995228
27801841	1	49.01020254
27815657	1	49.01234345
27815770	1	49.01236096
27817038	1	49.01255745
27817548	1	49.01263648
27817950	1	49.01269877
27819414	1	49.01292563
27819769	1	49.01298064
27836101	1	49.01551142
27846702	1	49.01715414
27856992	1	49.01874866
27860107	1	49.01923136
27860920	1	49.01935734
27861066	1	49.01937996
27861431	1	49.01943652
27864072	1	49.01984577
27868033	1	49.02045956
27875641	1	49.02163848
27882802	1	49.02274814
27894857	1	49.02461617
27896242	1	49.02483079
27898072	1	49.02511436
27903892	1	49.02601622
27909380	1	49.02686663
27910288	1	49.02700733
27914072	1	49.0275937
27917879	1	49.02818362
27918169	1	49.02822856
27920043	1	49.02851895
27920633	1	49.02861038
27921048	1	49.02867469
27921331	1	49.02871854
27921347	1	49.02872102
27923232	1	49.02901312
27923650	1	49.02907789
27955971	1	49.03408631
27958347	1	49.03445449
27976142	1	49.03721197
27977959	1	49.03749353
27978046	1	49.03750702
27978516	1	49.03757985
27979297	1	49.03770087
27979548	1	49.03773976
27979863	1	49.03778857
27979871	1	49.03778981
27981533	1	49.03804736
27981973	1	49.03811554
27982606	1	49.03821363
27982706	1	49.03822912
27982724	1	49.03823191
27982862	1	49.0382533
27985527	1	49.03866626
28007045	1	49.04200066
28066135	1	49.05115716
28074790	1	49.05249833
28077979	1	49.05299249
28102082	1	49.05672745
28107180	1	49.05751743
28129124	1	49.06091784
28172669	1	49.06766551
28185616	1	49.06967176
28205540	1	49.07275916
28206492	1	49.07290668
28210106	1	49.0734667
28210552	1	49.07353581
28225997	1	49.07592914
28238118	1	49.0778074
28240594	1	49.07819107
28286172	1	49.08525378
28289777	1	49.0858124
28293990	1	49.08646524
28328906	1	49.09187578
28342164	1	49.09393022
28376756	1	49.09929054
28377394	1	49.09938941
28379261	1	49.09967871
28385208	1	49.10060025
28399710	1	49.10284746
28401928	1	49.10319116
28401951	1	49.10319472
28402157	1	49.10322664
28406674	1	49.10392659
28417266	1	49.10556791
28417706	1	49.1056361
28418357	1	49.10573697
28424645	1	52.90932493
28424876	1	52.90935813
28425180	1	52.90940182
28425422	1	52.9094366
28425526	1	52.90945155
28443170	1	52.91198734
28443230	1	52.91199597
28443270	1	52.91200172
28443638	1	52.91205461
28446550	1	52.91247312
28446604	1	52.91248088
28447435	1	52.91260031
28447465	1	52.91260462
28447524	1	52.9126131
28447541	1	52.91261555
28447670	1	52.91263409
28448528	1	52.9127574
28448785	1	52.91279433
28449056	1	52.91283328
28449533	1	52.91290184
28449694	1	52.91292497
28449899	1	52.91295444
28450619	1	52.91305792
28450628	1	52.91305921
28451269	1	52.91315133
28451289	1	52.91315421
28451341	1	52.91316168
28452210	1	52.91328657
28452398	1	52.91331359
28453147	1	52.91342124
28453410	1	52.91345904
28458765	1	52.91422866
28458799	1	52.91423355
28459107	1	52.91427781
28459164	1	52.914286
28460310	1	52.91445071
28460354	1	52.91445703
28460418	1	52.91446623
28460508	1	52.91447916
28460710	1	52.9145082
28460750	1	52.91451394
28460787	1	52.91451926
28460901	1	52.91453565
28460999	1	52.91454973
28461009	1	52.91455117
28461065	1	52.91455922
28461230	1	52.91458293
28461370	1	52.91460305
28462126	1	52.9147117
28462160	1	52.91471659
28462389	1	52.9147495
28462446	1	52.91475769
28462691	1	52.9147929
28462846	1	52.91481518
28483727	1	52.9178162
28520470	1	52.92309691
28521064	1	52.92318228
28529385	1	52.92437817
28548335	1	52.92710167
28593800	1	52.9336359
28595460	1	52.93387448
28598595	1	52.93432504
28598711	1	52.93434171
28602006	1	52.93481527
28605301	1	52.93528883
28606336	1	52.93543758
28606589	1	52.93547394
28607907	1	52.93566336
28607961	1	52.93567112
28608107	1	52.93569211
28608123	1	52.93569441
28609541	1	52.9358982
28609585	1	52.93590452
28609729	1	52.93592522
28609999	1	52.93596402
28610203	1	52.93599334
28610636	1	52.93605557
28611412	1	52.9361671
28612339	1	52.93630033
28614041	1	52.93654494
28614072	1	52.9365494
28614616	1	52.93662758
28614933	1	52.93667314
28615039	1	52.93668837
28615251	1	52.93671884
28617563	1	52.93705112
28631660	1	52.93907715
28631735	1	52.93908792
28632143	1	52.93914656
28632206	1	52.93915562
28642164	1	52.94058678
28671914	1	52.94486245
28675818	1	52.94542354
28679196	1	52.94590902
28679358	1	52.94593231
28679366	1	52.94593346
28679398	1	52.94593806
28686558	1	52.94696709
28688688	1	52.94727322
28705497	1	52.94968901
28714549	1	52.95098996
28716972	1	52.95133819
28736429	1	52.95413456
28764813	1	52.95821391
28781111	1	52.96055626
28791829	1	52.96209665
28793040	1	52.9622707
28796762	1	52.96280562
28799871	1	52.96325245
28800582	1	52.96335463
28803232	1	52.96373549
28803439	1	52.96376524
28860356	1	52.97194536
28860887	1	52.97202167
28861147	1	52.97205904
28861836	1	52.97215806
28862233	1	52.97221512
28862321	1	52.97222777
28862490	1	52.97225206
28864465	1	52.9725359
28864951	1	52.97260575
28867714	1	52.97300285
28867754	1	52.9730086
28889915	1	52.97619358
28923661	1	52.98104356
28924458	1	52.9811581
28924493	1	52.98116313
28924520	1	52.98116701
28925895	1	52.98136463
28926957	1	52.98151726
28927124	1	52.98154126
28958125	1	52.98599673
28961183	1	52.98643622
28961336	1	52.98645821
28961422	1	52.98647057
28961713	1	52.9865124
28961777	1	52.98652159
28961899	1	52.98653913
28962100	1	52.98656802
28962533	1	52.98663025
28962741	1	52.98666014
28962870	1	52.98667868
28962894	1	52.98668213
28963158	1	52.98672007
28963465	1	52.98676419
28964713	1	52.98694356
28965165	1	52.98700852
28965167	1	52.9870088
28966076	1	52.98713945
28966812	1	52.98724522
28966996	1	52.98727167
28967440	1	52.98733548
28967452	1	52.98733721
28969135	1	52.98757909
28973387	1	52.98819018
29030445	1	52.99639057
29030516	1	52.99640077
29030663	1	52.9964219
29030989	1	52.99646875
29031003	1	52.99647076
29031084	1	52.9964824
29031755	1	52.99657884
29031860	1	52.99659393
29031892	1	52.99659853
29032976	1	52.99675432
29034004	1	52.99690207
29034262	1	52.99693914
29036685	1	52.99728738
29036723	1	52.99729284
29071116	1	53.00223581
29071137	1	53.00223882
29071659	1	53.00231385
29071813	1	53.00233598
29072598	1	53.0024488
29073570	1	53.00258849
29074790	1	53.00276383
29082156	1	53.00382248
29082275	1	53.00383958
29082661	1	53.00389505
29082911	1	53.00393098
29092082	1	53.00524904
29092607	1	53.00532449
29093070	1	53.00539104
29117443	1	53.00889393
29150941	1	53.01370826
29151250	1	53.01375267
29151764	1	53.01382654
29151843	1	53.0138379
29151915	1	53.01384825
29152041	1	53.01386635
29152057	1	53.01386865
29152281	1	53.01390085
29152888	1	53.01398809
29153284	1	53.014045
29154541	1	53.01422565
29155742	1	53.01439826
29157303	1	53.01462261
29157873	1	53.01470453
29158218	1	53.01475411
29171798	1	53.01670583
29173218	1	53.01690991
29173814	1	53.01699557
29175049	1	53.01717307
29176543	1	53.01738778
29176742	1	53.01741638
29188739	1	53.01914059
29188770	1	53.01914505
29190163	1	53.01934525
29190547	1	53.01940044
29190615	1	53.01941021
29190774	1	53.01943306
29190896	1	53.0194506
29191503	1	53.01953784
29191639	1	53.01955738
29191838	1	53.01958598
29191936	1	53.01960007
29191966	1	53.01960438
29192046	1	53.01961588
29195610	1	53.0201281
29195966	1	53.02017926
29196778	1	53.02029596
29196899	1	53.02031335
29197694	1	53.02042761
29197757	1	53.02043666
29198152	1	53.02049343
29198217	1	53.02050277
29228222	1	53.0248151
29228727	1	53.02488767
29231960	1	53.02535232
29232042	1	53.02536411
29232142	1	53.02537848
29232177	1	53.02538351
29232249	1	53.02539386
29233294	1	53.02554404
29233527	1	53.02557753
29233556	1	53.0255817
29241451	1	53.02671637
29242382	1	53.02685017
29251305	1	53.02813259
29252086	1	53.02824483
29252450	1	53.02829715
29258803	1	53.0292102
29259481	1	53.02930764
29259789	1	53.02935191
29261900	1	53.0296553
29263318	1	53.0298591
29278774	1	53.03208043
29280439	1	53.03231973
29282922	1	53.03267658
29351395	1	53.04251753
29356359	1	53.04323096
29359835	1	53.04373053
29361920	1	53.04403018
29361936	1	53.04403248
29366366	1	53.04466916
29391995	1	53.04835257
29398401	1	53.04927324
29398681	1	53.04931348
29399205	1	53.04938879
29401499	1	53.04971848
29401506	1	53.04971949
29402461	1	53.04985674
29403083	1	53.04994614
29403875	1	53.05005996
29405726	1	53.05032599
29466238	1	53.05902278
29468306	1	53.05931999
29512049	1	53.06560674
29512790	1	53.06571324
29513363	1	53.06579559
29513372	1	53.06579688
29514652	1	53.06598084
29516505	1	53.06624716
29517793	1	53.06643227
29519480	1	53.06667472
29519714	1	53.06670835
29520087	1	53.06676196
29520226	1	53.06678194
29524756	1	53.06743299
29524996	1	53.06746748
29525016	1	53.06747036
29525436	1	53.06753072
29540160	1	53.06964686
29540630	1	53.0697144
29540862	1	53.06974775
29541066	1	53.06977707
29541284	1	53.0698084
29541394	1	53.06982421
29541399	1	53.06982492
29541443	1	53.06983125
29541479	1	53.06983642
29541584	1	53.06985151
29541620	1	53.06985669
29541667	1	53.06986344
29541756	1	53.06987623
29541864	1	53.06989175
29541975	1	53.06990771
29542281	1	53.06995169
29542367	1	53.06996405
29542414	1	53.0699708
29542421	1	53.06997181
29542473	1	53.06997928
29542775	1	53.07002268
29542872	1	53.07003662
29542875	1	53.07003706
29542910	1	53.07004209
29543283	1	53.07009569
29543320	1	53.07010101
29543329	1	53.0701023
29543593	1	53.07014025
29548489	1	53.0708439
29548500	1	53.07084548
29548726	1	53.07087796
29548781	1	53.07088587
29548838	1	53.07089406
29549388	1	53.0709731
29549717	1	53.07102039
29549840	1	53.07103807
29549881	1	53.07104396
29549904	1	53.07104726
29550398	1	53.07111826
29551378	1	53.07125911
29551480	1	53.07127377
29551533	1	53.07128138
29551665	1	53.07130035
29551790	1	53.07131832
29551791	1	53.07131846
29551828	1	53.07132378
29552054	1	53.07135626
29552095	1	53.07136215
29552147	1	53.07136963
29552176	1	53.0713738
29552423	1	53.07140929
29552649	1	53.07144178
29553392	1	53.07154856
29553625	1	53.07158205
29553800	1	53.0716072
29554694	1	53.07173568
29574216	1	53.07454139
29603674	1	53.07877509
29611603	1	53.07991465
29611903	1	53.07995777
29611926	1	53.07996107
29612913	1	53.08010292
29638678	1	53.08380587
29639367	1	53.08390489
29639919	1	53.08398423
29652116	1	53.08573718
29676848	1	53.08929167
29677864	1	53.08943769
29679190	1	53.08962826
29680906	1	53.08987488
29680923	1	53.08987733
29681155	1	53.08991067
29681364	1	53.08994071
29682071	1	53.09004232
29682082	1	53.0900439
29683212	1	53.0902063
29683449	1	53.09024036
29685376	1	53.09051731
29685869	1	53.09058817
29686243	1	53.09064192
29686255	1	53.09064364
29687980	1	53.09089156
29688799	1	53.09100927
29689649	1	53.09113143
29689686	1	53.09113675
29692826	1	53.09158803
29694566	1	53.0918381
29696500	1	53.09211606
29698338	1	53.09238021
29738463	1	53.09814698
29740979	1	53.09850858
29775858	1	53.10352139
29778400	1	53.10388673
29783115	1	53.10456437
29784435	1	53.10475408
29784817	1	53.10480898
29785176	1	53.10486058
29785181	1	53.1048613
29787488	1	53.10519286
29788062	1	53.10527535
29788435	1	53.10532896
29788782	1	53.10537883
29788926	1	53.10539953
29789240	1	53.10544466
29790516	1	53.10562804
29790757	1	53.10566268
29791216	1	53.10572865
29821120	1	53.11002645
29822686	1	53.11025152
29822712	1	53.11025526
29822735	1	53.11025856
29822799	1	53.11026776
29823150	1	53.11031821
29823223	1	53.1103287
29823236	1	53.11033057
29823266	1	53.11033488
29823370	1	53.11034982
29824217	1	53.11047155
29824356	1	53.11049153
29825438	1	53.11064704
29828732	1	53.11112045
29836026	1	53.11216875
29840081	1	53.11275153
29856271	1	53.11507836
29861251	1	53.11579409
29862870	1	53.11602677
29863709	1	53.11614735
29865099	1	53.11634712
29865218	1	53.11636422
29865301	1	53.11637615
29896814	1	53.1209052
29914126	1	53.12339329
29921354	1	53.12443209
29929755	1	53.12563949
29931186	1	53.12584515
29931500	1	53.12589028
29931689	1	53.12591744
29932397	1	53.1260192
29932614	1	53.12605038
29933110	1	53.12612167
29935767	1	53.12650353
29935915	1	53.1265248
29936016	1	53.12653932
29936119	1	53.12655412
29936227	1	53.12656964
29936298	1	53.12657985
29936360	1	53.12658876
29936422	1	53.12659767
29936805	1	53.12665271
29936861	1	53.12666076
29936959	1	53.12667485
29937071	1	53.12669094
29937139	1	53.12670072
29937298	1	53.12672357
29937666	1	53.12677646
29938381	1	53.12687922
